code,emis_code,region,zone,woreda,school_name,SubmissionDate,starttime,endtime,surveyday,deviceid,assent,student_id,note_no_consent,A1,A2,A3,A4,A5,A6,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_97,A6_other,A7,A8,A9,A9_1,A9_2,A9_97,A9_other,A10_1,A10_2,A10_3,A10_4,A10_5,A10_6,A11,B1_1,B1_2,B1_3,B2,B3,B4,B5_1,B5_2,B5_3,B5_4,B5_5,B5_6,B5_7,B5_8,B6,B7_1,B7_2,B7_3,B8_1,B8_2,B8_3,B8_4,B8_5,B8_6,B8_7,B8_8,B9_1,B9_2,B9_3,B9_4,B9_5,B9_6,B10,B10_1,B10_2,B10_3,B10_4,B10_5,B10_6,B10_97,B10_other,B11,B12_1,B12_2,B12_3,B12_4,B12_5,B12_6,C1,C2,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_97,C2_otherfamily,C2_other,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_9,C4,C5_1,C5_2,C5_3,C5_4,C5_5,C5_6,C6,D1,D2,D3,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D5,D6,D7,D8,D9,D10_1,D10_2,E1,E2,E2_1,E2_2,E2_3,E2_4,E2_5,E2_6,E2_7,E2_8,E2_97,E2_other,E3_1,E3_2,E3_3,instanceID,formdef_version,KEY,consentgroup[1]/SectionC[1]/C3[1]/C3_7,consentgroup[1]/SectionC[1]/C3[1]/C3_8,consentgroup[1]/SectionB[1]/B9[1]/B9_7,consentgroup[1]/SectionC[1]/C7,consentgroup[1]/SectionE[1]/E4[1]/E4_1,consentgroup[1]/SectionE[1]/E4[1]/E4_2,consentgroup[1]/SectionE[1]/E4[1]/E4_3,consentgroup[1]/SectionE[1]/E4[1]/E4_4,consentgroup[1]/SectionE[1]/E4[1]/E4_5,consentgroup[1]/SectionE[1]/E5[1]/E5_1,consentgroup[1]/SectionE[1]/E5[1]/E5_2,consentgroup[1]/SectionE[1]/E5[1]/E5_3,consentgroup[1]/SectionE[1]/E6[1]/E6_1,consentgroup[1]/SectionE[1]/E6[1]/E6_2,consentgroup[1]/SectionE[1]/E6[1]/E6_3,consentgroup[1]/SectionE[1]/E6[1]/E6_4,consentgroup[1]/SectionE[1]/E6[1]/E6_5,consentgroup[1]/SectionE[1]/E7[1]/E7_1,consentgroup[1]/SectionE[1]/E7[1]/E7_2,consentgroup[1]/SectionE[1]/E7[1]/E7_3,consentgroup[1]/SectionE[1]/E7[1]/E7_4,consentgroup[1]/SectionE[1]/E7[1]/E7_5,consentgroup[1]/SectionE[1]/E7[1]/E7_6
80888,S0402130312,OROMIA,Arsii,jajuu,guutichaa,"12/27/2025, 5:34:36 PM","12/27/2025, 10:28:51 AM","12/27/2025, 5:14:40 PM",12/27/2025,78b63b5b10d7e676,1,S34101,NA,2,14,4,1,7,1 2 7,1,1,0,0,0,0,1,0,NA,8,3,2,0,1,0,NA,5,5,4,4,3,2,5,5,5,5,1,4,4,4,4,4,2,4,4,4,1,1,1,2,1,5,4,4,3,4,4,5,5,4,4,4,4,4,4,1 2,1,1,0,0,0,0,0,NA,1,1,4,5,4,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,1,5,5,3,5,1,5,1,5,5,3,1,0,NA,0,1,0,1,1,0,0,0,0,1,2,0,2,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:28693e7f-8722-4562-abc5-5a12b62db9c2,2512142208,uuid:28693e7f-8722-4562-abc5-5a12b62db9c2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80888,S0402130312,OROMIA,Arsii,jajuu,guutichaa,"12/27/2025, 6:03:17 PM","12/27/2025, 11:30:07 AM","12/27/2025, 3:04:33 PM",12/27/2025,6cd4eced41301dbb,1,S34105,NA,1,15,4,1,6,1 2 7,1,1,0,0,0,0,1,0,NA,4,2,1 2,1,1,0,NA,5,5,5,5,5,4,5,5,5,5,1,4,4,5,5,5,1,5,4,4,1,0,0,0,0,5,5,5,2,5,5,5,5,4,4,4,4,4,4,2,0,1,0,0,0,0,0,NA,1,1,3,5,1,5,1,1,97,0,0,0,0,0,0,0,0,1,NA,Abdulsattar other student,5,3,1,5,1,5,5,3,5,2,5,1,5,2,1,0,0,NA,1,1,1,1,1,0,0,0,0,1,3,0,2,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:6db4e86b-f41f-45bd-9c43-e6897243dc56,2512142208,uuid:6db4e86b-f41f-45bd-9c43-e6897243dc56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80888,S0402130312,OROMIA,Arsii,jajuu,guutichaa,"12/27/2025, 6:03:18 PM","12/27/2025, 11:58:09 AM","12/27/2025, 3:04:18 PM",12/27/2025,6cd4eced41301dbb,1,S34106,NA,2,13,4,1,6,1 2 7,1,1,0,0,0,0,1,0,NA,4,2,2,0,1,0,NA,4,4,4,5,4,3,5,5,5,5,1,4,4,5,5,4,1,4,3,5,1,0,0,1,0,5,4,5,3,5,5,5,5,3,4,4,5,5,4,1 2,1,1,0,0,0,0,0,NA,1,1,3,5,1,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,5,1,5,5,3,5,2,5,1,5,1,3,1,1,NA,0,0,1,1,1,0,0,0,0,1,3,0,2,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:ae8a5c1f-a279-4843-90c2-1ac64cbc0d11,2512142208,uuid:ae8a5c1f-a279-4843-90c2-1ac64cbc0d11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80888,S0402130312,OROMIA,Arsii,jajuu,guutichaa,"12/27/2025, 6:03:18 PM","12/27/2025, 3:02:06 PM","12/27/2025, 3:32:04 PM",12/27/2025,6cd4eced41301dbb,1,S34107,NA,2,14,4,1,7,1 2 7,1,1,0,0,0,0,1,0,NA,6,2,2,0,1,0,NA,5,4,4,5,5,5,4,5,5,5,1,4,4,5,5,4,4,5,5,4,1,0,0,0,0,4,4,5,3,5,5,5,5,5,5,4,5,4,4,2,0,1,0,0,0,0,0,NA,1,4,4,5,1,5,1,1,2,0,1,0,0,0,0,0,0,0,NA,NA,5,4,3,5,1,5,5,3,5,1,4,1,5,1,3,1,0,NA,1,1,1,1,1,1,0,0,0,1,4,0,3,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,uuid:628ec1cd-5a93-43a9-ac51-f8532d0fa52b,2512142208,uuid:628ec1cd-5a93-43a9-ac51-f8532d0fa52b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80888,S0402130312,OROMIA,Arsii,jajuu,guutichaa,"12/27/2025, 6:03:18 PM","12/27/2025, 3:40:11 PM","12/27/2025, 3:54:13 PM",12/27/2025,6cd4eced41301dbb,1,S34108,NA,1,13,4,1,8,1 2 7,1,1,0,0,0,0,1,0,NA,6,2,1 2,1,1,0,NA,5,5,5,5,5,4,5,5,5,5,1,4,4,999,5,5,1,5,5,5,1,0,0,0,0,5,5,5,3,5,5,5,5,5,5,5,5,5,5,1 2 4,1,1,0,1,0,0,0,NA,1,1,3,5,1,5,1,1,7,0,0,0,0,0,0,1,0,0,NA,NA,5,4,1,5,1,5,5,3,5,1,5,1,5,1,3,1,1,NA,1,1,1,1,1,0,0,0,0,1,3,0,2,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,uuid:cde8e60d-ca44-43c5-b043-3247a534e080,2512142208,uuid:cde8e60d-ca44-43c5-b043-3247a534e080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81109,S0402150502,OROMIA,Arsii,loodee heexosaa,maraaroo qalaxaa,"12/24/2025, 5:31:43 PM","12/24/2025, 11:31:27 AM","12/24/2025, 11:51:06 AM",12/24/2025,78b63b5b10d7e676,1,S30504,NA,1,17,4,1,6,1 2 7,1,1,0,0,0,0,1,0,NA,5,3,1 2,1,1,0,NA,5,5,4,4,4,3,5,5,5,5,1,4,4,5,4,4,3,5,4,4,1,1,0,2,0,5,5,5,3,3,4,4,4,5,5,4,4,4,4,2,0,1,0,0,0,0,0,NA,1,2,3,4,1,4,1,1,97,0,0,0,0,0,0,0,0,1,NA,Hiriyya koo,2,4,3,4,1,4,5,3,5,1,4,2,5,5,3,1,0,NA,1,1,1,1,1,0,0,0,0,1,2,0,2,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:6632d52a-614f-4c44-b677-8054e51d0119,2512142208,uuid:6632d52a-614f-4c44-b677-8054e51d0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81109,S0402150502,OROMIA,Arsii,loodee heexosaa,maraaroo qalaxaa,"12/24/2025, 5:31:43 PM","12/24/2025, 11:13:21 AM","12/24/2025, 11:31:21 AM",12/24/2025,78b63b5b10d7e676,1,S30503,NA,2,14,4,1,5,1 2 7,1,1,0,0,0,0,1,0,NA,5,4,2,0,1,0,NA,4,5,3,5,3,2,5,5,5,5,2,4,4,4,4,4,3,4,4,4,1,2,0,4,0,5,4,5,3,5,5,4,4,3,5,5,4,4,5,2 4,0,1,0,1,0,0,0,NA,1,1,4,5,1,4,1,1,6,0,0,0,0,0,1,0,0,0,NA,NA,4,999,1,3,1,5,5,3,5,1,5,1,5,5,3,1,0,NA,1,1,1,1,1,0,0,0,0,1,1,0,2,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,uuid:f263340b-43e0-4ed8-bcb4-66896c714134,2512142208,uuid:f263340b-43e0-4ed8-bcb4-66896c714134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81109,S0402150502,OROMIA,Arsii,loodee heexosaa,maraaroo qalaxaa,"12/24/2025, 5:31:44 PM","12/24/2025, 10:54:12 AM","12/24/2025, 11:13:15 AM",12/24/2025,78b63b5b10d7e676,1,S30502,NA,2,14,4,1,6,1 2 7,1,1,0,0,0,0,1,0,NA,7,4,2,0,1,0,NA,5,5,4,5,3,3,5,5,5,5,1,4,4,5,4,4,2,4,5,4,1,2,0,4,0,5,5,5,4,5,3,5,4,5,5,5,4,5,4,1 4,1,0,0,1,0,0,0,NA,1,1,5,4,1,3,1,1,97,0,0,0,0,0,0,0,0,1,NA,Artisiti Abshuu shilashi,2,2,1,4,1,4,5,3,5,1,5,1,5,5,3,1,1,NA,1,1,1,1,1,0,0,0,0,1,2,0,2,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:6ae07385-ed28-4730-b53e-6400c4648289,2512142208,uuid:6ae07385-ed28-4730-b53e-6400c4648289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81109,S0402150502,OROMIA,Arsii,loodee heexosaa,maraaroo qalaxaa,"12/24/2025, 5:31:44 PM","12/24/2025, 10:36:38 AM","12/24/2025, 5:28:52 PM",12/24/2025,78b63b5b10d7e676,1,S30501,NA,1,13,4,1,10,1 2 7,1,1,0,0,0,0,1,0,NA,7,3,1,1,0,0,NA,5,5,4,5,3,2,5,5,5,5,1,4,4,4,5,4,3,3,3,4,1,1,1,2,0,5,5,4,4,5,5,4,4,3,5,4,5,5,4,1 2,1,1,0,0,0,0,0,NA,1,1,4,4,1,4,1,1,7,0,0,0,0,0,0,1,0,0,NA,NA,4,3,1,4,1,4,4,3,5,1,5,1,5,5,3,1,999,NA,1,0,1,1,1,0,0,0,0,1,2,0,2,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,uuid:28eec764-5551-471a-88b5-9f68cf60788a,2512142208,uuid:28eec764-5551-471a-88b5-9f68cf60788a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81109,S0402150502,OROMIA,Arsii,loodee heexosaa,maraaroo qalaxaa,"12/24/2025, 8:56:25 PM","12/24/2025, 10:42:38 AM","12/24/2025, 10:59:09 AM",12/24/2025,6cd4eced41301dbb,1,S30505,NA,1,13,4,1,4,1 2 7,1,1,0,0,0,0,1,0,NA,7,2,1 2,1,1,0,NA,5,5,5,5,5,5,5,5,5,3,1,4,4,5,5,4,1,4,5,5,1,0,0,0,0,4,4,5,4,5,2,4,4,5,4,4,5,5,4,1,1,0,0,0,0,0,0,NA,1,1,2,5,1,5,1,1,7,0,0,0,0,0,0,1,0,0,NA,NA,2,4,3,5,1,5,5,3,5,1,4,1,4,1,3,0,1,NA,1,0,1,1,1,0,0,0,0,1,4,0,2,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:ca4cfb97-2b25-4c61-89ea-29fedaccb835,2512142208,uuid:ca4cfb97-2b25-4c61-89ea-29fedaccb835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81109,S0402150502,OROMIA,Arsii,loodee heexosaa,maraaroo qalaxaa,"12/24/2025, 8:56:25 PM","12/24/2025, 10:59:17 AM","12/24/2025, 11:19:37 AM",12/24/2025,6cd4eced41301dbb,1,S30506,NA,1,14,4,1,6,1 2 7,1,1,0,0,0,0,1,0,NA,4,2,2,0,1,0,NA,5,5,5,5,4,5,5,5,5,4,1,4,4,5,5,5,1,5,4,4,1,1,0,0,0,5,4,4,4,5,5,4,4,4,4,3,4,4,4,1 4,1,0,0,1,0,0,0,NA,1,1,3,4,1,4,1,1,97,0,0,0,0,0,0,0,0,1,NA,Sibling,5,4,3,5,1,5,5,3,5,2,5,2,4,2,3,0,0,NA,0,0,1,1,0,0,0,0,0,1,2,0,1,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:2dc7eb75-87be-4804-9852-f6ce97413713,2512142208,uuid:2dc7eb75-87be-4804-9852-f6ce97413713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81109,S0402150502,OROMIA,Arsii,loodee heexosaa,maraaroo qalaxaa,"12/24/2025, 8:56:25 PM","12/24/2025, 11:20:19 AM","12/24/2025, 11:35:19 AM",12/24/2025,6cd4eced41301dbb,1,S30507,NA,2,17,4,1,6,1 2 7,1,1,0,0,0,0,1,0,NA,4,2,1 2,1,1,0,NA,5,5,5,5,5,4,5,5,5,4,1,4,4,5,5,4,1,4,4,5,1,0,0,0,0,5,4,5,4,5,5,4,4,5,5,4,5,5,4,2,0,1,0,0,0,0,0,NA,1,1,3,4,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,1,5,5,3,4,2,4,2,4,2,3,1,1,NA,1,1,1,1,1,0,0,0,0,1,2,0,1,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,uuid:3cfbd627-e770-4d01-9121-08e0de3b5993,2512142208,uuid:3cfbd627-e770-4d01-9121-08e0de3b5993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81109,S0402150502,OROMIA,Arsii,loodee heexosaa,maraaroo qalaxaa,"12/24/2025, 8:56:26 PM","12/24/2025, 11:37:36 AM","12/24/2025, 11:59:22 AM",12/24/2025,6cd4eced41301dbb,1,S30508,NA,1,14,4,1,6,2 7,0,1,0,0,0,0,1,0,NA,7,2,1 2,1,1,0,NA,5,5,5,5,4,5,5,5,5,5,1,4,4,5,4,4,1,4,4,5,1,0,0,0,0,4,5,5,4,5,5,4,4,4,4,4,5,5,4,2,0,1,0,0,0,0,0,NA,1,1,1,4,1,5,1,1,3 7,0,0,1,0,0,0,1,0,0,NA,NA,5,4,3,5,1,5,5,3,5,1,5,1,5,1,3,NA,0,NA,0,0,1,1,1,0,0,0,0,1,3,0,1,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,uuid:1f690b1b-12c2-477b-a9c6-4e41a7b47ad0,2512142208,uuid:1f690b1b-12c2-477b-a9c6-4e41a7b47ad0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81316,S0402180032,OROMIA,Arsii,roobee,gaadoo jeenaa,"12/16/2025, 6:49:46 PM","12/16/2025, 1:19:22 AM","12/16/2025, 1:45:09 AM",12/16/2025,873699e5faed7492,1,S21205,NA,2,14,4,1,8,1 2 7,1,1,0,0,0,0,1,0,NA,9,2,1 2,1,1,0,NA,5,5,5,5,4,4,5,5,5,5,1,4,4,4,5,5,1,4,4,5,1,0,0,0,0,5,4,5,3,5,5,5,5,4,4,4,5,4,5,2,0,1,0,0,0,0,0,NA,1,1,3,5,1,5,1,1,8,0,0,0,0,0,0,0,1,0,Other student,NA,5,4,1,5,1,5,5,3,5,1,5,1,5,1,3,1,0,NA,0,0,1,1,1,0,0,0,0,1,2,0,1,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:f22175d6-b97a-4dcd-9164-fe0d8a7be459,2512111009,uuid:f22175d6-b97a-4dcd-9164-fe0d8a7be459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81316,S0402180032,OROMIA,Arsii,roobee,gaadoo jeenaa,"12/16/2025, 6:49:49 PM","12/16/2025, 1:45:17 AM","12/16/2025, 2:08:18 AM",12/16/2025,873699e5faed7492,1,S21206,NA,1,16,4,1,8,1 2 7,1,1,0,0,0,0,1,0,NA,6,3,2,0,1,0,NA,5,5,5,5,5,4,5,5,5,5,1,4,4,5,4,4,1,4,4,5,1,1,0,0,0,5,5,5,4,5,5,5,5,4,4,4,5,4,4,2,0,1,0,0,0,0,0,NA,1,1,4,5,1,5,1,1,3,0,0,1,0,0,0,0,0,0,NA,NA,4,1,2,5,1,5,5,3,4,2,4,1,4,1,2,1,0,NA,0,1,1,1,1,0,0,0,0,1,2,0,1,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,uuid:909f58ef-379a-461a-b0c6-c8280e176a1f,2512111009,uuid:909f58ef-379a-461a-b0c6-c8280e176a1f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81316,S0402180032,OROMIA,Arsii,roobee,gaadoo jeenaa,"12/16/2025, 6:49:49 PM","12/16/2025, 2:08:27 AM","12/16/2025, 2:36:25 AM",12/16/2025,873699e5faed7492,1,S21207,NA,2,13,4,1,8,1 2 7,1,1,0,0,0,0,1,0,NA,6,2,1 2,1,1,0,NA,5,5,5,5,5,4,4,5,5,5,1,4,4,5,5,4,1,4,5,5,1,0,0,0,0,5,5,4,4,5,5,5,5,4,4,4,5,5,4,2,0,1,0,0,0,0,0,NA,1,1,4,5,1,5,1,1,3,0,0,1,0,0,0,0,0,0,NA,NA,5,3,3,5,1,5,5,3,4,1,4,1,4,2,3,0,0,NA,0,0,1,1,1,0,0,0,0,0,2,0,2,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:a99a1b43-5b67-4f5b-a27f-27ec2e7cced9,2512111009,uuid:a99a1b43-5b67-4f5b-a27f-27ec2e7cced9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81316,S0402180032,OROMIA,Arsii,roobee,gaadoo jeenaa,"12/16/2025, 6:49:50 PM","12/16/2025, 2:36:38 AM","12/16/2025, 3:15:09 AM",12/16/2025,873699e5faed7492,1,S21208,NA,1,15,4,1,7,1 2 7,1,1,0,0,0,0,1,0,NA,5,2,2,0,1,0,NA,5,3,5,5,5,5,5,5,5,5,2,4,4,5,3,3,1,4,4,5,1,0,0,0,0,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,0,1,0,0,0,0,0,NA,1,1,4,5,1,5,1,1,97,0,0,0,0,0,0,0,0,1,NA,Like student kalid bashir,5,3,3,3,1,5,5,3,4,1,5,1,5,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:77ccb9ec-e777-42a4-813c-fb88e29f29f3,2512111009,uuid:77ccb9ec-e777-42a4-813c-fb88e29f29f3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81316,S0402180032,OROMIA,Arsii,roobee,gaadoo jeenaa,"12/16/2025, 6:52:31 PM","12/16/2025, 12:57:14 PM","12/16/2025, 1:15:33 PM",12/16/2025,78b63b5b10d7e676,1,S21201,NA,1,16,4,1,4,1 2 7,1,1,0,0,0,0,1,0,NA,2,3,2,0,1,0,NA,5,5,4,5,3,4,5,5,5,5,1,3,4,4,4,4,3,4,5,5,1,2,1,1,0,4,5,5,5,4,4,5,5,3,5,4,4,5,5,2,0,1,0,0,0,0,0,NA,1,1,4,5,1,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,4,2,5,5,3,4,2,5,1,4,4,3,1,0,NA,0,1,1,1,1,0,0,0,0,1,3,0,2,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:c5588812-6868-405d-9acd-439383625604,2512111009,uuid:c5588812-6868-405d-9acd-439383625604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81316,S0402180032,OROMIA,Arsii,roobee,gaadoo jeenaa,"12/16/2025, 6:52:31 PM","12/16/2025, 1:15:37 PM","12/16/2025, 1:34:31 PM",12/16/2025,78b63b5b10d7e676,1,S21202,NA,1,16,4,1,5,1 2 7,1,1,0,0,0,0,1,0,NA,7,3,2,0,1,0,NA,5,5,4,5,3,3,5,5,5,4,1,4,4,3,4,4,4,4,4,5,2,2,0,2,0,4,4,5,3,4,4,5,5,5,5,4,4,4,5,1 3,1,0,1,0,0,0,0,NA,1,1,4,4,1,4,1,1,97,0,0,0,0,0,0,0,0,1,NA,Hiriyya koo,5,4,1,4,1,5,5,3,5,1,5,1,5,5,3,1,1,NA,1,1,1,1,1,0,0,0,0,1,2,0,3,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:67cf6490-fb88-4dab-959b-b59e21ba8e38,2512111009,uuid:67cf6490-fb88-4dab-959b-b59e21ba8e38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81316,S0402180032,OROMIA,Arsii,roobee,gaadoo jeenaa,"12/16/2025, 6:52:32 PM","12/16/2025, 1:34:36 PM","12/16/2025, 1:54:20 PM",12/16/2025,78b63b5b10d7e676,1,S21203,NA,2,13,4,1,6,1 2 7,1,1,0,0,0,0,1,0,NA,3,3,2,0,1,0,NA,4,5,4,4,3,3,5,5,5,4,1,3,4,4,5,5,3,3,4,4,1,2,0,1,0,4,3,5,4,5,5,2,2,4,5,4,5,5,5,2,0,1,0,0,0,0,0,NA,1,1,4,5,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,5,1,4,5,3,5,1,5,1,5,5,3,1,1,NA,1,1,1,1,1,0,0,0,0,1,1,0,2,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,uuid:472aa3d6-2227-47cd-802d-129885dad500,2512111009,uuid:472aa3d6-2227-47cd-802d-129885dad500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81316,S0402180032,OROMIA,Arsii,roobee,gaadoo jeenaa,"12/16/2025, 6:52:32 PM","12/16/2025, 1:54:26 PM","12/16/2025, 2:13:12 PM",12/16/2025,78b63b5b10d7e676,1,S21204,NA,2,13,4,1,8,1 2 7,1,1,0,0,0,0,1,0,NA,8,2,1 2,1,1,0,NA,5,5,4,5,2,2,5,5,5,5,1,3,4,5,5,4,3,4,4,5,1,0,0,0,0,4,4,5,4,5,4,3,3,4,4,4,4,3,4,2,0,1,0,0,0,0,0,NA,1,1,4,4,1,999,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,4,1,4,5,3,5,1,5,1,5,5,3,1,0,NA,0,1,1,1,1,0,0,0,0,1,3,0,3,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,uuid:570d8842-e498-4306-9e6c-75f63a93d35d,2512111009,uuid:570d8842-e498-4306-9e6c-75f63a93d35d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81340,S0402180612,OROMIA,Arsii,roobee,saddiqaa sad 1ffaa,"12/17/2025, 6:40:30 PM","12/17/2025, 3:27:22 AM","12/17/2025, 6:23:41 AM",12/17/2025,78b63b5b10d7e676,1,S21301,NA,1,15,4,1,7,1 2 7,1,1,0,0,0,0,1,0,NA,4,3,2,0,1,0,NA,5,5,4,5,3,3,5,5,5,5,1,3,4,5,5,4,3,4,4,4,2,0,0,0,0,4,4,5,5,5,4,4,5,3,4,4,5,4,5,1 2,1,1,0,0,0,0,0,NA,1,1,4,5,1,3,1,1,3 7,0,0,1,0,0,0,1,0,0,NA,NA,4,4,2,4,1,5,4,3,5,1,5,1,5,5,3,1,1,NA,0,1,1,1,1,0,0,0,1,1,2,0,3,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:b6dab56d-e5cc-4b3f-92ea-613cef5e1b64,2512111009,uuid:b6dab56d-e5cc-4b3f-92ea-613cef5e1b64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
